arm,epoch,kind,side,sec,ask,fill_px,p,p_venue,ev,thr,rv60,move_bps,spent,win,pnl
8796,1789945500,EF,UP,180.1,0.47,0.47,0.623,0.465,0.2764,0.25,0.1938,2.06,3,1,3.1517
8795,1789945800,EF,DOWN,31.5,0.38,0.38,0.5438,0.625,0.369,0.25,0.4083,-0.67,2.99,1,4.5581
8796,1789945800,EF,DOWN,31.6,0.38,0.38,0.5438,0.625,0.369,0.25,0.4206,-0.84,2.99,1,4.5581
8796,1789946100,EF,UP,133.3,0.51,0.51,0.6776,0.505,0.2831,0.25,0.327,2.55,3,1,2.6868
8795,1789946400,EF,DOWN,44.8,0.43,0.43,0.5402,0.575,0.2061,0.15,0.0973,0.45,2.99,0,-2.9949
8796,1789946400,EF,DOWN,44.3,0.43,0.43,0.5402,0.575,0.2061,0.15,0.0981,0.45,2.99,0,-2.9949
8795,1789947000,EF,UP,89.7,0.42,0.42,0.5694,0.415,0.3007,0.25,0.3481,1.11,3,0,-2.9969
8796,1789947000,EF,UP,89.7,0.42,0.42,0.5694,0.415,0.3007,0.25,0.348,1.11,3,0,-2.9969
8795,1789947300,EF,UP,105.3,0.37,0.37,0.5314,0.365,0.3729,0.25,0.2257,2.34,1.93,1,3.0684
8796,1789947300,EF,UP,105.6,0.37,0.37,0.5314,0.365,0.3729,0.25,0.3201,3.08,1.93,1,3.0684
8795,1789947600,EF,UP,111.6,0.51,0.51,0.6776,0.505,0.2831,0.25,0.8296,2.95,3,0,-2.9995
8796,1789947600,EF,UP,111.3,0.46,0.46,0.623,0.425,0.3032,0.25,0.8296,2.95,3,0,-2.9992
8795,1789947900,EF,UP,67.6,0.48,0.48,0.5896,0.475,0.1836,0.15,0.1407,0.74,3,1,3.0256
8796,1789947900,EF,UP,67.6,0.48,0.48,0.623,0.475,0.2507,0.15,0.1407,0.74,3,1,3.0256
8795,1789948200,EF,DOWN,56.5,0.38,0.38,0.5098,0.625,0.2834,0.25,0.5812,3.69,2.99,1,4.5581
8796,1789948200,EF,DOWN,56.6,0.38,0.38,0.5098,0.625,0.2834,0.25,0.5916,3.44,2.99,1,4.5581
8795,1789948500,EF,DOWN,184.3,0.55,0.55,0.7164,0.455,0.2615,0.15,0.0767,-1.45,2.99,1,2.2814
8796,1789948500,EF,DOWN,123.8,0.57,0.57,0.6975,0.435,0.1868,0.15,0.0271,-0.6,3,1,2.1077
8795,1789948800,EF,DOWN,62.9,0.33,0.33,0.5098,0.675,0.4724,0.25,0.7149,0.99,2.99,0,-2.9941
8796,1789948800,EF,DOWN,62.9,0.33,0.33,0.5098,0.675,0.4724,0.25,0.7149,0.99,2.99,0,-2.9941
8795,1789949400,EF,UP,123.2,0.38,0.38,0.5314,0.375,0.3377,0.25,0.6555,0.83,2.99,1,4.5581
8796,1789949400,EF,UP,123.3,0.39,0.39,0.5314,0.385,0.3044,0.25,0.6613,0.98,2.99,1,4.3664
8795,1789949700,EF,DOWN,96.5,0.42,0.42,0.5909,0.585,0.3498,0.25,0.7648,0.5,3,0,-2.9969
8796,1789949700,EF,DOWN,96.7,0.43,0.43,0.5909,0.575,0.3194,0.25,0.7249,0.49,2.99,0,-2.9949
8795,1789950000,EF,DOWN,49,0.38,0.38,0.5098,0.625,0.2834,0.25,1.1987,1.17,2.99,0,-2.9946
8796,1789950000,EF,DOWN,125.4,0.35,0.35,0.5098,0.655,0.3903,0.25,0.7109,0.73,2.99,0,-2.9901
8795,1789950300,EF,UP,91.2,0.42,0.42,0.623,0.415,0.4232,0.25,0.8741,3.67,2.19,0,-2.1853
8796,1789950300,EF,UP,91.1,0.36,0.36,0.5896,0.35,0.5643,0.25,0.861,3.67,0.54,0,-0.5416
8795,1789950600,EF,DOWN,104.2,0.38,0.38,0.5098,0.625,0.2834,0.25,1.171,2.94,2.99,1,4.5581
8796,1789950600,EF,DOWN,104.3,0.38,0.38,0.5098,0.625,0.2834,0.25,1.069,2.94,2.99,1,4.5581
8795,1789951200,EF,DOWN,44.6,0.44,0.44,0.5943,0.565,0.2978,0.25,0.3762,0.29,2.99,1,3.5526
8796,1789951200,EF,DOWN,43.1,0.38,0.3807,0.5098,0.625,0.2834,0.25,0.548,0.98,2.99,1,4.5441
8795,1789951800,EF,UP,95.9,0.36,0.36,0.5694,0.355,0.5109,0.25,0.714,1.33,3,0,-2.9986
8796,1789951800,EF,UP,93,0.39,0.39,0.5694,0.385,0.3977,0.25,0.6744,1.14,2.99,0,-2.9926
8795,1789952100,EF,DOWN,37,0.38,0.38,0.5098,0.63,0.2834,0.25,0.464,0,2.99,1,4.5581
8796,1789952100,EF,DOWN,37.1,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4638,0,3,1,4.7602
8795,1789953000,EF,DOWN,84.5,0.39,0.39,0.5438,0.615,0.3349,0.25,0.3308,-0.86,2.99,0,-2.9926
8796,1789953000,EF,DOWN,84.5,0.39,0.39,0.5438,0.615,0.3349,0.25,0.3357,-0.98,2.99,0,-5.9831
8796,1789953000,REVERSAL,DOWN,86.1,,0.4,0.6512,,,0,,,2.99,0,-5.9831
8795,1789953900,EF,DOWN,73.8,0.36,0.36,0.5943,0.645,0.577,0.25,1.3253,2.21,3,1,4.9736
8796,1789953900,EF,DOWN,73.7,0.36,0.36,0.6272,0.645,0.6641,0.25,1.318,2.31,3,1,4.9736
8795,1789954200,EF,DOWN,90.3,0.41,0.41,0.5943,0.595,0.3897,0.25,0.7241,1.96,3,1,4.0255
8796,1789954200,EF,DOWN,90.2,0.41,0.41,0.5943,0.595,0.3897,0.25,0.738,1.96,3,1,4.0255
8795,1789954500,EF,UP,170.2,0.41,0.41,0.5694,0.405,0.3315,0.25,0.5034,4.18,3,1,4.0255
8796,1789954500,EF,UP,170.3,0.44,0.44,0.5896,0.435,0.2874,0.25,0.5052,4.18,2.99,1,3.5526
8795,1789954800,EF,DOWN,88,0.38,0.38,0.5098,0.625,0.2834,0.25,0.439,0.84,2.99,0,-2.9946
8796,1789954800,EF,DOWN,87.8,0.38,0.38,0.5098,0.625,0.2834,0.25,0.4244,1.12,2.99,0,-2.9946
8795,1789955100,EF,DOWN,63.1,0.48,0.48,0.7164,0.525,0.4382,0.25,0.7897,-4.91,3,1,3.0256
8796,1789955100,EF,DOWN,62.9,0.48,0.48,0.6416,0.525,0.2879,0.25,0.7536,-4.43,3,1,3.0256
8795,1789955700,EF,UP,113.4,0.45,0.45,0.623,0.44,0.3312,0.25,0.9833,4.85,2.99,1,3.4091
8796,1789955700,EF,UP,113.2,0.39,0.3932,0.5694,0.385,0.3977,0.25,0.9381,4.28,2.99,1,4.3081
8796,1789956000,EF,DOWN,24.1,0.37,0.37,0.5098,0.635,0.3171,0.25,0.9434,3.1,3,0,-2.9966
8796,1789956600,EF,UP,78.1,0.42,0.42,0.6324,0.415,0.4445,0.25,0.6161,2.7,3,1,3.8602
8795,1789956900,EF,DOWN,19.3,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3909,-0.97,2.99,0,-2.9946
8796,1789956900,EF,DOWN,173,0.38,0.3807,0.5402,0.635,0.3598,0.25,0.2416,-0.49,2.99,0,-2.9944
8795,1789957500,EF,UP,214,0.42,0.42,0.5896,0.415,0.3468,0.25,0.2921,1.23,3,0,-2.9969
8796,1789957500,EF,DOWN,149.7,0.48,0.48,0.6975,0.525,0.4002,0.25,0.484,-0.74,3,1,3.0256
8795,1789958400,EF,DOWN,76.4,0.34,0.34,0.5098,0.665,0.4301,0.25,0.2905,-2.35,2.99,1,5.4196
8796,1789958400,EF,DOWN,76.4,0.34,0.34,0.5098,0.665,0.4301,0.25,0.2905,-2.35,2.99,1,5.4196
8795,1789959000,EF,DOWN,111.3,0.4,0.4,0.5438,0.605,0.3025,0.25,0.7442,0.59,2.99,0,-2.9905
8796,1789959000,EF,DOWN,107.7,0.45,0.45,0.6272,0.565,0.34,0.25,0.5798,0.59,2.99,0,-2.9909
8795,1789959300,EF,DOWN,158.7,0.56,0.56,0.8262,0.445,0.4299,0.25,1.0829,-4.23,3,0,-2.9996
8796,1789959300,EF,DOWN,156.5,0.26,0.26,0.6272,0.775,1.2872,0.25,1.4085,-4.23,3,0,-4.9561
8796,1789959300,REVERSAL,DOWN,156.2,,0.08,0.7884,,,0,,,1.96,0,-4.9561
8795,1789959600,EF,DOWN,56.4,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4886,4.11,3,0,-2.9966
8796,1789959600,EF,DOWN,56.5,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4844,4.11,3,0,-2.9966
8795,1789960800,EF,UP,122.1,0.51,0.51,0.6776,0.505,0.2831,0.25,0.2463,0.95,3,1,2.6868
8796,1789960800,EF,UP,122,0.51,0.51,0.6776,0.505,0.2831,0.25,0.2719,0.95,3,1,2.6868
8795,1789962000,EF,UP,86.7,0.55,0.55,0.6776,0.545,0.1932,0.15,0.0941,2.21,2.99,0,-2.9913
8796,1789962000,EF,UP,86.3,0.51,0.51,0.623,0.505,0.1797,0.15,0.0696,2.21,3,0,-2.9995
8795,1789962300,EF,DOWN,114.9,0.36,0.36,0.5098,0.645,0.3527,0.25,0.3828,0.98,3,0,-2.9986
8796,1789962300,EF,DOWN,114.9,0.36,0.36,0.5098,0.645,0.3527,0.25,0.3828,0.98,3,0,-2.9986
8795,1789963200,EF,DOWN,185.1,0.38,0.3833,0.5098,0.63,0.2834,0.25,0.2052,1.32,2.99,1,4.4933
8796,1789963200,EF,DOWN,187.4,0.46,0.46,0.6272,0.545,0.3119,0.25,0.2838,0.04,3,1,3.2834
8796,1789964100,EF,DOWN,233.7,0.33,0.33,0.5098,0.675,0.4724,0.25,0.5525,0.56,2.99,1,5.6725
8795,1789964400,EF,UP,96.4,0.39,0.39,0.5314,0.385,0.3044,0.25,0.6643,1.23,2.99,0,-2.9926
8796,1789964400,EF,UP,96.3,0.45,0.45,0.623,0.445,0.3312,0.25,0.604,1.23,2.99,0,-2.9909
8795,1789964700,EF,UP,166.6,0.51,0.51,0.6776,0.505,0.2831,0.25,0.28,2.34,3,1,2.6868
8796,1789964700,EF,UP,165.2,0.34,0.34,0.5314,0.335,0.4907,0.25,0.2294,1.17,2.99,1,5.4196
8795,1789965300,EF,DOWN,33.7,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3812,0.04,2.99,0,-2.9946
8796,1789965300,EF,DOWN,33.7,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3812,0.04,2.99,0,-2.9946
8795,1789965600,EF,UP,153.5,0.38,0.38,0.5314,0.375,0.3377,0.15,0.0207,1.43,2.99,1,4.5581
8796,1789965600,EF,UP,153.5,0.38,0.38,0.5314,0.375,0.3377,0.15,0.0227,1.43,2.99,1,4.5581
8796,1789965900,EF,DOWN,39.9,0.42,0.42,0.5402,0.585,0.2339,0.15,0.1394,-0.91,3,0,-2.9969
8795,1789966500,EF,UP,72.8,0.47,0.47,0.623,0.465,0.2764,0.25,0.7625,1.4,3,0,-2.9972
8796,1789966500,EF,UP,72.9,0.47,0.47,0.6324,0.465,0.2955,0.25,0.7814,1.79,3,0,-2.9972
8795,1789966800,EF,UP,81.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.155,-1.47,3,0,-2.9996
8796,1789966800,EF,DOWN,201.9,0.38,0.38,0.5098,0.625,0.2834,0.15,0.1331,0.49,2.99,1,4.5581
8795,1789968600,EF,UP,31.6,0.45,0.45,0.623,0.445,0.3312,0.25,0.5117,4.61,2.99,1,3.4091
8796,1789968600,EF,UP,26.4,0.39,0.39,0.5314,0.385,0.3044,0.25,0.4651,2.94,2.99,1,4.3664
8795,1789969800,EF,DOWN,182.7,0.5,0.5,0.6272,0.505,0.2104,0.15,0.0968,-2.02,2.99,0,-2.9912
8795,1789970400,EF,UP,41.7,0.49,0.49,0.6776,0.485,0.3335,0.25,0.7919,5,2.99,1,2.9048
8796,1789970400,EF,UP,41.7,0.49,0.49,0.6776,0.485,0.3335,0.25,0.7919,5,2.99,1,2.9048
8795,1789970700,EF,DOWN,135.9,0.57,0.57,0.7979,0.435,0.3576,0.25,0.4832,-7.02,3,1,2.1077
8796,1789970700,EF,DOWN,135.9,0.57,0.57,0.7979,0.435,0.3576,0.25,0.4831,-7.02,3,1,2.1077
8795,1789971600,EF,UP,200,0.46,0.46,0.623,0.455,0.3032,0.25,0.3627,-0.47,3,1,3.2834
8796,1789971600,EF,UP,200.1,0.46,0.46,0.623,0.455,0.3032,0.25,0.3579,0.08,3,1,3.2834
8795,1789971900,EF,UP,178.3,0.42,0.42,0.6776,0.415,0.5479,0.25,0.4994,1.05,3,0,-2.9969
8796,1789971900,EF,UP,178.3,0.42,0.42,0.6776,0.415,0.5479,0.25,0.4998,1.05,3,0,-2.9969
8795,1789972200,EF,DOWN,167.9,0.44,0.44,0.5943,0.565,0.2978,0.25,0.2926,-0.69,2.99,0,-2.9929
8796,1789972200,EF,DOWN,168,0.44,0.44,0.5909,0.565,0.2903,0.25,0.2926,-0.69,2.99,0,-5.9905
8796,1789972200,REVERSAL,DOWN,168.3,,0.57,0.6363,,,0,,,3,0,-5.9905
8796,1789973100,EF,DOWN,19,0.36,0.36,0.5098,0.645,0.3527,0.25,1.5365,13.49,3,0,-2.9986
8795,1789974000,EF,UP,108.8,0.42,0.42,0.5694,0.415,0.3007,0.25,0.2666,-0.68,3,0,-2.9969
8796,1789974000,EF,UP,108.9,0.42,0.42,0.5694,0.415,0.3007,0.25,0.2772,-0.68,3,0,-2.9969
8796,1789974300,EF,DOWN,118.1,0.48,0.48,0.6636,0.525,0.3323,0.25,0.3463,-4.02,3,1,3.0256
8795,1789975500,EF,UP,22.3,0.44,0.44,0.5694,0.435,0.2434,0.15,0.1227,0.31,2.99,0,-2.9929
8796,1789975500,EF,UP,22.4,0.44,0.44,0.5694,0.435,0.2434,0.15,0.1227,0.31,2.99,0,-2.9929
8795,1789976100,EF,UP,27.6,0.53,0.53,0.7167,0.525,0.3077,0.25,0.4595,2.48,3,1,2.4763
8796,1789976100,EF,UP,27.6,0.53,0.53,0.7167,0.525,0.3077,0.25,0.4942,2.7,3,1,2.4763
8795,1789977900,EF,UP,73.1,0.35,0.35,0.5694,0.345,0.5529,0.25,0.3761,0.21,2.56,1,4.4385
8796,1789977900,EF,UP,70.3,0.36,0.36,0.5694,0.355,0.5109,0.25,0.3627,0.21,3,1,4.9736
8796,1789978200,EF,UP,80,0.51,0.51,0.6776,0.505,0.2831,0.25,0.6137,0.62,3,0,-2.9995
8795,1789979100,EF,UP,45.3,0.44,0.44,0.623,0.435,0.3605,0.25,0.7274,2.44,2.99,1,3.5526
8796,1789979100,EF,UP,40.4,0.42,0.42,0.5694,0.415,0.3007,0.25,0.6267,-1.92,3,1,3.8602
8795,1789979400,EF,UP,95.5,0.47,0.47,0.623,0.465,0.2764,0.25,0.6041,0.73,3,1,3.1517
8796,1789979400,EF,UP,95.4,0.47,0.47,0.623,0.465,0.2764,0.25,0.5964,0.73,3,1,3.1517
8795,1789980000,EF,UP,27.1,0.34,0.34,0.5314,0.33,0.4907,0.25,2.6863,-1.96,2.99,1,5.4196
8796,1789980000,EF,UP,27.2,0.34,0.34,0.623,0.33,0.7478,0.25,2.6097,-1.96,2.99,1,5.4196
8795,1789980300,EF,UP,64.7,0.36,0.36,0.5694,0.355,0.5109,0.25,1.9444,4.27,3,1,4.9736
8796,1789980300,EF,UP,66,0.36,0.36,0.623,0.355,0.6531,0.25,2.0302,3.86,3,1,4.9736
8795,1789980600,EF,UP,33.4,0.34,0.34,0.5314,0.335,0.4907,0.25,1.5684,-0.33,2.99,0,-2.9921
8796,1789980600,EF,UP,33.6,0.35,0.35,0.5314,0.345,0.4492,0.25,1.4678,-0.33,2.99,0,-2.9901
8795,1789980900,EF,UP,37.8,0.44,0.44,0.5896,0.43,0.2874,0.25,0.8474,0,2.99,0,-2.9929
8796,1789980900,EF,UP,35.8,0.47,0.47,0.623,0.465,0.2764,0.25,0.8629,0,3,0,-2.9972
8795,1789981200,EF,UP,59.9,0.4,0.4,0.5694,0.395,0.3638,0.25,1.269,-0.66,2.99,1,4.1845
8796,1789981200,EF,UP,59.9,0.4,0.4,0.5694,0.395,0.3638,0.25,1.2747,-0.66,2.99,1,4.1845
8795,1789981500,EF,UP,18.5,0.47,0.4745,0.623,0.465,0.2764,0.25,1.1163,2.92,3,1,3.0945
8796,1789981500,EF,UP,18.7,0.48,0.48,0.6776,0.475,0.3603,0.25,1.0759,2.92,3,1,3.0256
8795,1789981800,EF,UP,60.6,0.45,0.45,0.6324,0.445,0.3511,0.25,0.8128,5.2,2.99,0,-2.9909
8796,1789981800,EF,UP,60.6,0.45,0.45,0.6324,0.445,0.3511,0.25,0.7419,5.2,2.99,0,-2.9909
8795,1789982400,EF,UP,15.4,0.46,0.46,0.623,0.45,0.3032,0.25,1.2042,6.41,3,0,-2.9992
8796,1789982400,EF,UP,15.4,0.46,0.46,0.623,0.45,0.3032,0.25,1.2091,6.46,3,0,-2.9992
8795,1789983000,EF,UP,18.5,0.4,0.4,0.5694,0.395,0.3638,0.25,1.9615,2.2,2.99,1,4.1845
8796,1789983000,EF,UP,18.4,0.42,0.42,0.5694,0.415,0.3007,0.25,1.9213,1.48,3,1,3.8602
8795,1789983300,EF,DOWN,63.3,0.35,0.35,0.5943,0.655,0.6208,0.25,1.8754,-4.96,2.99,0,-2.9901
8796,1789983300,EF,DOWN,63.5,0.35,0.35,0.5402,0.655,0.4731,0.25,2.0025,-4.96,2.99,0,-2.9901
8795,1789983600,EF,UP,134.8,0.3,0.3,0.5314,0.29,0.6845,0.25,1.3921,5.58,2.99,0,-2.9897
8796,1789983600,EF,UP,132,0.29,0.29,0.623,0.28,1.0416,0.25,1.2935,5.58,2.99,0,-2.9916
8795,1789983900,EF,UP,64.1,0.42,0.42,0.623,0.415,0.4232,0.25,1.3554,2.3,3,0,-2.9969
8796,1789983900,EF,DOWN,69.4,0.51,0.51,0.7164,0.495,0.3566,0.25,1.5846,-4.75,3,1,2.6868
8795,1789984500,EF,DOWN,77.9,0.37,0.3735,0.5438,0.635,0.405,0.25,0.4986,-2.66,3,1,4.6884
8796,1789984500,EF,DOWN,76.9,0.36,0.36,0.5098,0.645,0.3527,0.25,0.5054,-1.47,3,1,4.9736
8795,1789984800,EF,UP,86.2,0.51,0.51,0.7167,0.49,0.357,0.25,1.1394,-1.13,3,0,-2.9995
8796,1789984800,EF,UP,86.4,0.51,0.51,0.6776,0.49,0.2831,0.25,1.1115,-1.12,3,0,-2.9995
8795,1789985100,EF,UP,127.2,0.5,0.5,0.6776,0.495,0.3078,0.25,0.5079,1.56,2.99,1,2.7889
8796,1789985100,EF,UP,124.2,0.54,0.54,0.7167,0.535,0.2844,0.25,0.6003,1.56,2.99,1,2.377
8795,1789985700,EF,UP,159.3,0.47,0.47,0.6776,0.465,0.3883,0.25,0.498,1.4,3,1,3.1517
8796,1789985700,EF,UP,159.3,0.47,0.47,0.6776,0.465,0.3883,0.25,0.513,1.81,3,1,3.1517
8795,1789986300,EF,UP,16.1,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3542,0.84,3,0,-2.9995
8796,1789986300,EF,UP,16,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3407,0.84,3,0,-2.9995
8795,1789986600,EF,UP,17,0.47,0.47,0.6776,0.465,0.3883,0.25,0.8883,8.52,3,0,-2.9972
8796,1789986600,EF,UP,125.2,0.44,0.44,0.623,0.425,0.3605,0.25,0.8819,2.05,2.99,0,-2.9929
8795,1789987500,EF,UP,23.7,0.47,0.47,0.623,0.465,0.2764,0.25,0.2963,0.26,3,0,-2.9972
8796,1789987500,EF,UP,32.3,0.46,0.46,0.623,0.455,0.3032,0.25,0.3581,1.89,3,0,-2.9992
8795,1789988400,EF,UP,38.4,0.45,0.45,0.623,0.445,0.3312,0.25,0.6043,-0.93,2.99,1,3.4091
8796,1789988400,EF,UP,38.3,0.38,0.38,0.5694,0.375,0.4335,0.25,0.6392,-0.93,2.99,1,4.5581
8795,1789988700,EF,UP,32.5,0.47,0.47,0.6776,0.465,0.3883,0.25,0.7153,4.26,3,1,3.1517
8796,1789988700,EF,UP,33.4,0.47,0.47,0.623,0.465,0.2764,0.25,0.7119,4.26,3,1,3.1517
8795,1789989300,EF,UP,39.8,0.47,0.47,0.623,0.465,0.2764,0.25,0.6405,-0.26,3,0,-2.9972
8796,1789989300,EF,UP,37.8,0.44,0.44,0.5896,0.435,0.2874,0.25,0.6388,-0.59,2.99,0,-2.9929
8795,1789990200,EF,UP,41.8,0.37,0.37,0.5314,0.335,0.3729,0.25,0.9033,-0.71,3,1,4.7602
8796,1789990200,EF,UP,42.9,0.47,0.47,0.623,0.435,0.2764,0.25,0.9903,0.04,3,1,3.1517
8795,1789990500,EF,UP,60.9,0.5,0.5,0.623,0.495,0.2024,0.15,0.1563,3.14,2.99,1,2.7889
8796,1789990500,EF,UP,60.7,0.5,0.5,0.623,0.495,0.2024,0.15,0.1563,3.14,2.99,1,2.7889
8795,1789990800,EF,UP,26.6,0.55,0.55,0.6776,0.545,0.1932,0.15,0.1653,1.32,2.99,1,2.2814
8796,1789990800,EF,DOWN,204.8,0.38,0.38,0.5402,0.625,0.3598,0.25,0.8543,0.12,2.99,0,-2.9946
8795,1789991100,EF,UP,100,0.36,0.36,0.5314,0.355,0.41,0.25,0.5924,-0.81,3,1,4.9736
8796,1789991100,EF,UP,126.6,0.46,0.46,0.623,0.45,0.3032,0.25,0.5409,1.08,3,1,3.2834
8795,1789991400,EF,DOWN,227.7,0.39,0.39,0.6272,0.615,0.5394,0.25,0.3895,-2.12,2.99,0,-2.9926
8796,1789991400,EF,DOWN,226.5,0.37,0.3735,0.5098,0.64,0.3171,0.25,0.3295,-0.29,3,0,-2.9959
8795,1789992000,EF,DOWN,21.4,0.38,0.38,0.5098,0.625,0.2834,0.25,0.818,-3.67,2.99,0,-2.9946
8796,1789992000,EF,DOWN,33.4,0.4,0.4,0.5402,0.61,0.2937,0.25,0.8925,-6.74,2.99,0,-2.9905
8795,1789992600,EF,UP,112.5,0.27,0.27,0.5896,0.265,1.072,0.25,0.8198,9.91,3,0,-2.9956
8796,1789992600,EF,UP,87.4,0.3,0.3,0.5694,0.295,0.8051,0.25,1.0206,7.15,2.99,0,-2.9897
8795,1789992900,EF,UP,60.2,0.47,0.47,0.623,0.465,0.2764,0.25,0.8603,4.72,3,1,3.1517
8796,1789992900,EF,UP,83.2,0.51,0.51,0.6776,0.505,0.2831,0.25,0.7118,5.42,3,1,2.6868
8795,1789993200,EF,DOWN,96.1,0.47,0.47,0.6272,0.54,0.2849,0.25,1.7732,-5.17,3,0,-2.9972
8796,1789993200,EF,DOWN,111.3,0.38,0.38,0.5098,0.63,0.2834,0.25,2.0246,-0.51,2.99,0,-2.9946
8795,1789993800,EF,DOWN,19.4,0.4,0.4,0.5438,0.605,0.3025,0.25,0.4524,-3.23,2.99,0,-2.9905
8796,1789993800,EF,DOWN,19.5,0.44,0.44,0.5909,0.565,0.2903,0.25,0.4656,-3.23,2.99,0,-2.9929
8795,1789994400,EF,UP,46.1,0.45,0.45,0.623,0.445,0.3312,0.25,0.8024,2,2.99,0,-2.9909
8796,1789994400,EF,UP,46.1,0.46,0.46,0.623,0.455,0.3032,0.25,0.7787,2,3,0,-2.9992
8795,1789994700,EF,DOWN,32.5,0.37,0.37,0.5098,0.645,0.3171,0.25,1.1205,-4.73,3,0,-2.9966
8796,1789994700,EF,DOWN,36,0.27,0.2705,0.5098,0.74,0.7917,0.25,1.1434,-8.78,3,0,-2.9955
8795,1789995000,EF,DOWN,228.7,0.54,0.54,0.7164,0.465,0.284,0.25,0.4521,-2.18,2.99,1,2.377
8796,1789995000,EF,DOWN,228.5,0.4,0.4,0.5943,0.605,0.4234,0.25,0.457,-2.18,2.99,1,4.1845
8795,1789995600,EF,UP,163.7,0.34,0.34,0.5314,0.32,0.4907,0.25,0.693,2.65,2.99,0,-2.9921
8796,1789995600,EF,UP,162.8,0.35,0.35,0.5694,0.335,0.5529,0.25,0.7077,2.65,2.99,0,-2.9901
8795,1789996200,EF,UP,22.8,0.39,0.3932,0.5314,0.385,0.3044,0.25,0.9377,0.83,2.99,0,-2.9919
8795,1789996800,EF,UP,91,0.49,0.49,0.6776,0.485,0.3335,0.25,0.708,3.44,2.99,0,-2.9932
8796,1789996800,EF,UP,91.2,0.4,0.4,0.5694,0.395,0.3638,0.25,0.7149,3.44,2.99,0,-2.9905
8795,1789997100,EF,UP,62.9,0.47,0.47,0.6776,0.465,0.3883,0.25,0.8741,7.23,3,0,-2.9972
8796,1789997100,EF,UP,59.6,0.46,0.46,0.623,0.455,0.3032,0.25,0.878,1.44,3,0,-2.9992
8795,1789997400,EF,DOWN,69.2,0.54,0.54,0.7346,0.47,0.3166,0.25,1.5681,-4.22,2.99,0,-2.9934
8796,1789997400,EF,DOWN,70.6,0.54,0.54,0.7346,0.475,0.3166,0.25,1.4472,-5.36,2.99,0,-2.9934
8795,1789997700,EF,DOWN,33.3,0.41,0.41,0.5755,0.595,0.3456,0.25,1.3954,-10.89,3,1,4.0255
8796,1789997700,EF,DOWN,33.6,0.44,0.4423,0.6272,0.565,0.3695,0.25,1.3162,-10.89,2.99,1,3.5187
8795,1789998000,EF,DOWN,102,0.28,0.28,0.5909,0.725,1.004,0.25,1.1199,-6.98,2.99,0,-2.9936
8796,1789998000,EF,DOWN,102.1,0.31,0.31,0.5943,0.695,0.8246,0.25,1.1325,-6.98,3,0,-2.9981
8795,1789998900,EF,UP,37.2,0.47,0.47,0.623,0.465,0.2764,0.25,1.3053,6.59,3,0,-2.9972
8796,1789998900,EF,UP,35.5,0.4,0.4,0.5694,0.395,0.3638,0.25,1.3072,6.59,2.99,0,-2.9905
8795,1789999200,EF,DOWN,191,0.31,0.31,0.6636,0.695,1.0374,0.25,1.334,-5.92,3,1,6.2277
8796,1789999200,EF,DOWN,191.7,0.34,0.34,0.6636,0.675,0.8617,0.25,1.2665,-4.77,2.99,1,5.4196
8795,1789999800,EF,DOWN,153.7,0.22,0.22,0.5098,0.785,1.1908,0.25,1.2062,1.52,3,0,-2.9951
8796,1789999800,EF,DOWN,173.5,0.35,0.35,0.5943,0.655,0.6208,0.25,1.1137,0.52,2.99,0,-2.9901
8795,1790000100,EF,UP,28.5,0.32,0.32,0.5314,0.315,0.5816,0.25,1.5544,-3.46,3,1,5.9414
8795,1790000400,EF,DOWN,37.6,0.38,0.38,0.5098,0.625,0.2834,0.25,0.6881,-0.14,2.99,0,-2.9946
8796,1790000400,EF,DOWN,36.4,0.38,0.38,0.5098,0.625,0.2834,0.25,0.6441,-0.14,2.99,0,-2.9946
8795,1790000700,EF,UP,113.2,0.35,0.35,0.5314,0.335,0.4492,0.25,0.9446,-0.52,2.99,1,5.1813
8796,1790000700,EF,UP,65.9,0.51,0.51,0.6776,0.505,0.2831,0.25,1.1785,2.45,3,1,2.6868
8795,1790001000,EF,UP,144.8,0.44,0.44,0.623,0.435,0.3605,0.25,0.7599,1.75,2.99,1,3.5526
8796,1790001000,EF,UP,145.6,0.47,0.47,0.623,0.465,0.2764,0.25,0.7096,1.75,3,1,3.1517
8795,1790001300,EF,DOWN,122,0.39,0.39,0.5438,0.615,0.3349,0.25,0.8334,-2.49,2.99,1,4.3664
8796,1790001300,EF,DOWN,122.1,0.38,0.38,0.5438,0.625,0.369,0.25,0.8189,-2.49,2.99,1,4.5581
8795,1790001600,EF,UP,115.8,0.45,0.45,0.6776,0.445,0.4478,0.25,1.49,2.04,2.99,0,-2.9909
8796,1790001600,EF,UP,115.6,0.41,0.41,0.5896,0.405,0.3786,0.25,1.4475,0.84,3,0,-2.9989
