arm,epoch,kind,side,sec,ask,fill_px,p,p_venue,ev,thr,rv60,move_bps,spent,win,pnl
8795,1789733400,EF,UP,28.3,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0936,0.37,3,1,2.1968
8796,1789733400,EF,UP,31.5,0.57,0.57,0.7167,0.565,0.2195,0.15,0.1569,1.37,3,1,2.1077
8796,1789734000,EF,UP,115.7,0.49,0.49,0.6776,0.485,0.3335,0.25,0.3693,2.48,2.99,0,-2.9932
8795,1789734300,EF,DOWN,60.3,0.45,0.45,0.632,0.555,0.3504,0.25,0.7377,-3.11,2.99,0,-2.9909
8796,1789734300,EF,DOWN,60.3,0.45,0.45,0.632,0.555,0.3504,0.25,0.6733,-2.55,2.99,0,-2.9909
8795,1789735200,EF,DOWN,62.1,0.4,0.4,0.5402,0.605,0.2937,0.25,0.3575,-2.56,2.99,0,-2.9905
8796,1789735200,EF,DOWN,70,0.44,0.44,0.5909,0.565,0.2903,0.25,0.3558,-2.83,2.99,0,-2.9929
8795,1789735500,EF,UP,108.3,0.55,0.55,0.6776,0.545,0.1932,0.15,0.1397,2.47,2.99,0,-2.9913
8796,1789735500,EF,UP,108.3,0.55,0.55,0.6776,0.545,0.1932,0.15,0.1386,2.4,2.99,0,-2.9913
8795,1789735800,EF,DOWN,184.2,0.48,0.48,0.7979,0.53,0.6017,0.25,0.6794,-5.12,3,1,3.0256
8796,1789735800,EF,DOWN,184.1,0.47,0.47,0.7487,0.535,0.5339,0.25,0.649,-4.86,3,1,3.1517
8795,1789736100,EF,DOWN,203.5,0.39,0.39,0.5402,0.615,0.3259,0.25,0.4195,-0.83,2.99,1,4.3664
8796,1789736100,EF,DOWN,150.8,0.4,0.4,0.5402,0.605,0.2937,0.25,0.2295,-1.31,2.99,1,4.1845
8796,1789736400,EF,DOWN,30.5,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0676,-0,3,0,-2.9952
8795,1789736700,EF,DOWN,119.9,0.4,0.4,0.5438,0.605,0.3025,0.25,0.4329,0.72,2.99,0,-2.9905
8796,1789736700,EF,DOWN,119.5,0.37,0.37,0.5438,0.635,0.405,0.25,0.4034,0.72,3,0,-2.9966
8795,1789737600,EF,DOWN,218.1,0.36,0.36,0.5098,0.645,0.3527,0.25,0.6284,0.06,3,1,4.9736
8795,1789737900,EF,UP,63.1,0.42,0.42,0.5314,0.415,0.2139,0.15,0.1606,-0.35,3,1,3.8602
8796,1789737900,EF,UP,62.8,0.41,0.41,0.5314,0.405,0.2426,0.15,0.1663,-0.35,3,1,4.0255
8796,1789738200,EF,DOWN,146.1,0.38,0.38,0.5098,0.625,0.2834,0.25,1.0862,2,2.99,0,-2.9946
8795,1789738800,EF,DOWN,67.2,0.28,0.288,0.5098,0.725,0.729,0.25,2.4563,-5.59,2.99,0,-2.992
8796,1789738800,EF,DOWN,73.8,0.29,0.29,0.5098,0.715,0.6706,0.25,2.4879,-6.41,2.99,0,-2.9916
8795,1789739100,EF,UP,20.6,0.44,0.44,0.5896,0.435,0.2874,0.25,1.3668,-8.81,2.99,1,3.5526
8796,1789739100,EF,UP,20.6,0.44,0.44,0.5896,0.435,0.2874,0.25,1.3589,-8.81,2.99,1,3.5526
8795,1789739400,EF,UP,20.6,0.57,0.57,0.7473,0.565,0.2716,0.25,1.529,-4.42,3,1,2.1077
8796,1789739400,EF,UP,17.4,0.56,0.56,0.7473,0.555,0.2934,0.25,1.6928,-5.41,3,1,2.1968
8795,1789739700,EF,UP,93.3,0.18,0.18,0.5694,0.175,1.9819,0.25,2.4209,3.82,2.99,0,-2.9924
8796,1789739700,EF,UP,93.6,0.18,0.18,0.5896,0.175,2.0874,0.25,2.5669,4.67,2.99,0,-2.9924
8795,1789740300,EF,DOWN,179.7,0.29,0.29,0.5755,0.715,0.8858,0.25,1.7668,-2.51,2.99,1,6.8359
8796,1789740300,EF,DOWN,179.8,0.29,0.29,0.5438,0.715,0.7821,0.25,1.7542,-2.51,2.99,1,6.8359
8795,1789740600,EF,DOWN,136.7,0.34,0.34,0.5402,0.665,0.5154,0.25,1.4685,-1.81,2.99,0,-2.9921
8796,1789740600,EF,UP,83.7,0.57,0.57,0.7473,0.565,0.2716,0.25,1.2321,2.76,2.94,1,2.0642
8795,1789742100,EF,DOWN,31.2,0.47,0.47,0.632,0.535,0.2948,0.25,1.1171,-3.16,3,1,3.1517
8796,1789742100,EF,DOWN,141.1,0.13,0.1376,0.5438,0.875,2.9285,0.25,1.7582,-3.4,2.99,1,17.5098
8795,1789742400,EF,DOWN,189.4,0.25,0.25,0.5098,0.755,0.9322,0.25,1.2484,1.08,3,0,-2.9996
8796,1789742400,EF,UP,21.7,0.51,0.51,0.6776,0.505,0.2831,0.25,1.2004,0.69,3,1,2.6868
8795,1789742700,EF,DOWN,153.1,0.35,0.35,0.5438,0.655,0.4831,0.25,0.9629,-0.58,2.99,0,-2.9901
8795,1789743000,EF,UP,32.9,0.38,0.38,0.5694,0.375,0.4335,0.25,1.3896,5.23,2.99,0,-2.9946
8796,1789743000,EF,UP,34.7,0.39,0.39,0.5314,0.385,0.3044,0.25,1.271,4.12,2.99,0,-2.9926
8795,1789743300,EF,UP,108.5,0.48,0.48,0.6776,0.475,0.3603,0.25,0.6546,1.99,3,0,-2.9952
8796,1789743300,EF,DOWN,110.5,0.51,0.51,0.7346,0.495,0.391,0.25,0.9439,-6.48,3,1,2.6868
8795,1789743600,EF,DOWN,57.2,0.38,0.38,0.5098,0.63,0.2834,0.25,1.1479,-1.61,2.99,1,4.5581
8796,1789743600,EF,DOWN,57.2,0.38,0.38,0.5098,0.63,0.2834,0.25,1.1353,-1.61,2.99,1,4.5581
8795,1789743900,EF,UP,153.7,0.55,0.55,0.8491,0.545,0.4951,0.25,1.3726,13.14,2.99,0,-2.9913
8796,1789743900,EF,UP,153.6,0.57,0.57,0.8057,0.555,0.371,0.25,1.0511,10.82,3,0,-2.9976
8795,1789744200,EF,UP,137.1,0.28,0.28,0.5314,0.275,0.8022,0.25,0.755,6.16,2.99,1,7.1849
8796,1789744200,EF,UP,117,0.26,0.26,0.5314,0.255,0.938,0.25,0.6087,5.66,3,1,7.9639
8795,1789744800,EF,DOWN,112.3,0.4,0.4,0.5402,0.605,0.2937,0.25,0.486,-1.28,2.99,0,-2.9905
8796,1789744800,EF,DOWN,112.5,0.41,0.41,0.5943,0.595,0.3897,0.25,0.5228,-2.13,3,0,-2.9989
8795,1789745100,EF,DOWN,55.9,0.43,0.43,0.5943,0.575,0.327,0.25,0.9382,-5.59,2.99,1,3.7028
8796,1789745100,EF,DOWN,55.6,0.43,0.43,0.5909,0.575,0.3194,0.25,1.0169,-5.59,2.99,1,3.7028
8795,1789745400,EF,DOWN,57.5,0.55,0.55,0.7979,0.455,0.405,0.25,1.095,-13.36,2.99,1,2.2814
8795,1789745700,EF,DOWN,57,0.35,0.35,0.5438,0.655,0.4831,0.25,0.6929,-4.84,2.99,0,-2.9901
8796,1789745700,EF,DOWN,57.1,0.35,0.35,0.5438,0.655,0.4831,0.25,0.6763,-4.84,2.99,0,-2.9901
8796,1789746000,EF,UP,57.8,0.49,0.49,0.6776,0.485,0.3335,0.25,0.5527,-0.63,2.99,0,-2.9932
8795,1789746300,EF,UP,117.2,0.4,0.4,0.623,0.395,0.4921,0.25,1.204,1.04,2.99,1,4.1845
8796,1789746300,EF,UP,117,0.39,0.39,0.5694,0.375,0.3977,0.25,1.1953,0.69,2.99,1,4.3664
8796,1789746600,EF,UP,199.3,0.53,0.53,0.791,0.525,0.4434,0.25,0.802,10.06,3,1,2.4763
8795,1789746900,EF,UP,168.6,0.45,0.45,0.623,0.445,0.3312,0.25,0.5588,0.64,2.99,0,-2.9909
8796,1789746900,EF,UP,168.5,0.45,0.45,0.623,0.435,0.3312,0.25,0.5811,0.44,2.99,0,-2.9909
8795,1789747200,EF,DOWN,61.1,0.46,0.46,0.6416,0.545,0.342,0.25,0.8999,-3.84,3,0,-2.9992
8796,1789747200,EF,DOWN,60.6,0.46,0.46,0.632,0.545,0.322,0.25,0.9001,-2.5,3,0,-2.9992
8795,1789747500,EF,DOWN,181,0.2,0.2,0.5438,0.805,1.5668,0.25,0.7373,-3.63,3,0,-2.999
8796,1789747500,EF,DOWN,180.9,0.2,0.2,0.5438,0.805,1.5668,0.25,0.7163,-3.63,3,0,-2.999
8796,1789747800,EF,DOWN,34.7,0.43,0.43,0.5943,0.575,0.327,0.25,0.6564,-5.16,2.99,0,-2.9949
8795,1789748100,EF,DOWN,86.4,0.35,0.35,0.5098,0.655,0.3903,0.25,0.8228,-3.09,2.99,0,-2.9901
8796,1789748100,EF,DOWN,86.4,0.36,0.36,0.5098,0.645,0.3527,0.25,0.8248,-3.09,3,0,-2.9986
8795,1789748400,EF,UP,37.8,0.37,0.37,0.5314,0.365,0.3729,0.25,0.9377,5.45,3,0,-2.9966
8796,1789748400,EF,UP,39.2,0.43,0.4325,0.623,0.415,0.3911,0.25,0.9926,6.21,2.99,0,-2.9944
8795,1789748700,EF,UP,186.1,0.32,0.32,0.5694,0.315,0.6948,0.25,0.7953,-0.65,3,1,5.9414
8796,1789748700,EF,DOWN,74.6,0.53,0.53,0.6975,0.475,0.2727,0.25,0.7208,-6.15,3,0,-2.9954
8795,1789750200,EF,DOWN,40.6,0.39,0.39,0.5438,0.615,0.3349,0.25,0.4237,0.64,2.99,0,-2.9926
8796,1789750200,EF,DOWN,40.5,0.39,0.39,0.5438,0.615,0.3349,0.25,0.39,0.83,2.99,0,-2.9926
8795,1789750500,EF,DOWN,184.2,0.49,0.49,0.6975,0.525,0.3726,0.25,0.3722,-3.9,2.99,1,2.9048
8796,1789750500,EF,DOWN,183.8,0.46,0.46,0.6272,0.545,0.3119,0.25,0.2307,-2.47,3,1,3.2834
8795,1789750800,EF,DOWN,38.8,0.43,0.43,0.5909,0.575,0.3194,0.25,0.5656,0.03,2.99,1,3.7028
8796,1789750800,EF,UP,72.3,0.4,0.4,0.5694,0.395,0.3638,0.25,0.7754,2.24,2.99,0,-2.9905
8795,1789751100,EF,DOWN,58.2,0.34,0.34,0.5098,0.665,0.4301,0.25,0.5109,-1.52,2.99,1,5.4196
8796,1789751100,EF,DOWN,58,0.34,0.34,0.5098,0.665,0.4301,0.25,0.5137,-1.52,2.99,1,5.4196
8795,1789751400,EF,UP,119.5,0.47,0.47,0.623,0.45,0.2764,0.25,0.5564,2.7,3,1,3.1517
8796,1789751400,EF,UP,119.6,0.45,0.45,0.623,0.445,0.3312,0.25,0.5683,2.7,2.99,1,3.4091
8795,1789751700,EF,DOWN,92.4,0.35,0.35,0.5098,0.655,0.3903,0.25,0.3935,0.38,2.99,1,5.1813
8796,1789751700,EF,DOWN,91.7,0.37,0.37,0.5098,0.635,0.3171,0.25,0.5016,0.38,3,1,4.7602
8795,1789752000,EF,UP,80.5,0.39,0.39,0.5314,0.365,0.3044,0.25,0.4345,0.48,2.99,0,-2.9926
8796,1789752000,EF,UP,115.3,0.45,0.4568,0.623,0.445,0.3312,0.25,0.5423,1.98,2.99,0,-2.9895
8795,1789752300,EF,DOWN,66.6,0.36,0.36,0.5098,0.655,0.3527,0.25,0.5787,-1.69,3,0,-2.9986
8796,1789752300,EF,DOWN,66.3,0.33,0.33,0.5098,0.675,0.4724,0.25,0.6104,-1.69,2.07,0,-2.0729
8795,1789753500,EF,UP,21.1,0.55,0.55,0.6776,0.545,0.1932,0.15,0.137,-1.02,2.99,1,2.2814
8795,1789753800,EF,UP,16.6,0.42,0.42,0.623,0.415,0.4232,0.25,0.4895,2.5,3,1,3.8602
8796,1789753800,EF,UP,16.7,0.42,0.42,0.623,0.415,0.4232,0.25,0.5019,2.5,3,1,3.8602
8795,1789754100,EF,UP,53.9,0.49,0.49,0.6776,0.485,0.3335,0.25,0.4728,4.12,2.99,1,2.9048
8796,1789754100,EF,UP,54,0.5,0.5,0.6776,0.495,0.3078,0.25,0.645,5.68,2.99,1,2.7889
8796,1789754700,EF,DOWN,138.8,0.4,0.4,0.5402,0.605,0.2937,0.25,0.2286,0.29,2.99,0,-2.9905
8795,1789755000,EF,DOWN,129.6,0.37,0.37,0.5402,0.635,0.3956,0.25,0.1706,-0,3,1,4.7602
8796,1789755000,EF,DOWN,137.6,0.47,0.47,0.5909,0.535,0.2106,0.15,0.1644,-0.24,3,1,3.1517
8795,1789755300,EF,DOWN,38.1,0.37,0.37,0.5098,0.635,0.3171,0.25,0.3065,0.25,3,0,-2.9966
8796,1789755300,EF,DOWN,38.2,0.37,0.37,0.5438,0.635,0.405,0.25,0.418,-1.73,3,0,-2.9966
8795,1789755600,EF,DOWN,69.5,0.34,0.34,0.5098,0.665,0.4301,0.25,0.4377,-3.69,2.99,1,5.4196
8796,1789755600,EF,DOWN,66.3,0.43,0.43,0.5943,0.575,0.327,0.25,0.3915,-2.43,2.99,1,3.7028
8795,1789756200,EF,DOWN,31.4,0.33,0.33,0.5098,0.675,0.4724,0.25,0.543,-5.07,2.99,1,5.6725
8796,1789756200,EF,DOWN,25.1,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3224,-1.23,2.99,1,1.5629
8796,1789756200,REVERSAL,UP,178.2,,0.48,0.7321,,,0,,,3,0,1.5629
8795,1789756500,EF,DOWN,56,0.4,0.4,0.5438,0.605,0.3025,0.25,0.6918,-7.16,2.99,0,-2.9905
8796,1789756500,EF,DOWN,32.3,0.37,0.37,0.5098,0.635,0.3171,0.25,0.7199,-6.91,3,0,-2.9966
8795,1789757400,EF,DOWN,104.4,0.43,0.43,0.5909,0.575,0.3194,0.25,0.7327,-1.95,2.99,0,-2.9949
8796,1789757400,EF,DOWN,31.7,0.46,0.462,0.6272,0.545,0.3119,0.25,0.5202,-3.43,3,0,-2.9988
8795,1789758000,EF,UP,160.9,0.36,0.36,0.5314,0.35,0.41,0.25,0.5259,1.18,3,1,4.9736
8796,1789758000,EF,UP,161.2,0.36,0.3658,0.5314,0.355,0.41,0.25,0.624,1.18,3,1,4.8493
8795,1789758300,EF,UP,50.6,0.42,0.4241,0.623,0.415,0.4232,0.25,0.6352,3.21,3,1,3.7946
8795,1789758900,EF,DOWN,106.3,0.33,0.33,0.5438,0.675,0.5707,0.25,1.6892,2.07,2.99,0,-2.9941
8796,1789758900,EF,DOWN,106.4,0.27,0.27,0.5438,0.735,0.9112,0.25,1.6179,1.48,3,0,-2.9956
8795,1789760400,EF,UP,32.2,0.39,0.3932,0.5314,0.385,0.3044,0.25,0.598,4.44,2.99,1,4.3081
8796,1789760400,EF,UP,31.9,0.42,0.42,0.5694,0.415,0.3007,0.25,0.6823,4.44,3,1,3.8602
8795,1789761000,EF,UP,185.8,0.43,0.43,0.623,0.425,0.3911,0.25,0.352,1.9,2.99,0,-2.9949
8796,1789761000,EF,UP,185.7,0.39,0.39,0.5314,0.385,0.3044,0.25,0.3513,1.9,2.99,0,-2.9926
8795,1789761300,EF,UP,71.6,0.37,0.37,0.623,0.365,0.6096,0.25,0.5975,10.05,3,1,4.7602
8796,1789761300,EF,UP,71.6,0.37,0.37,0.623,0.365,0.6096,0.25,0.5975,10.05,3,1,4.7602
8795,1789761900,EF,DOWN,90.4,0.23,0.23,0.5438,0.78,1.237,0.25,0.6293,-4,2.99,1,9.3547
8796,1789761900,EF,DOWN,90.4,0.24,0.24,0.5438,0.765,1.1454,0.25,0.6347,-4,2.99,1,8.8422
8795,1789763400,EF,DOWN,18.3,0.38,0.38,0.5098,0.625,0.2834,0.25,0.2968,1.26,2.99,0,-2.9946
8796,1789763400,EF,DOWN,18.5,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3653,0.33,2.99,0,-2.9946
8795,1789763700,EF,DOWN,129.4,0.53,0.53,0.6975,0.475,0.2727,0.25,0.3826,-1.8,3,1,2.4763
8795,1789764000,EF,UP,146.3,0.5,0.5,0.6776,0.495,0.3078,0.25,0.273,0.5,2.99,1,2.7889
8796,1789764000,EF,UP,146.3,0.46,0.46,0.623,0.455,0.3032,0.25,0.273,0.5,3,1,3.2834
8795,1789764300,EF,DOWN,70.9,0.4,0.4,0.5098,0.605,0.221,0.15,0.1616,0,2.99,1,4.1845
8796,1789764300,EF,DOWN,94.3,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3755,-1.39,2.99,1,4.5581
8795,1789764600,EF,UP,26,0.54,0.54,0.7167,0.535,0.2844,0.25,0.2345,3.59,2.99,0,-2.9934
8796,1789764600,EF,UP,22.3,0.48,0.48,0.6776,0.475,0.3603,0.25,0.3959,2.96,3,0,-2.9952
8795,1789764900,EF,UP,166.9,0.4,0.4,0.5694,0.39,0.3638,0.25,0.2892,1.48,2.99,0,-2.9905
8796,1789764900,EF,UP,166.8,0.39,0.3966,0.5694,0.37,0.3977,0.25,0.2892,1.48,2.99,0,-2.9912
8795,1789765200,EF,DOWN,83.5,0.36,0.36,0.5098,0.645,0.3527,0.25,0.5768,-0.4,3,0,-2.9986
8796,1789765200,EF,DOWN,81.3,0.37,0.37,0.5098,0.635,0.3171,0.25,0.5253,0.31,3,0,-2.9966
8795,1789767000,EF,DOWN,63.7,0.31,0.31,0.5098,0.695,0.5651,0.25,0.5881,-3.2,3,1,6.2277
8796,1789767000,EF,DOWN,64,0.31,0.31,0.5438,0.695,0.6695,0.25,0.584,-3.2,3,1,6.2277
8795,1789767600,EF,DOWN,181.8,0.37,0.37,0.5098,0.65,0.3171,0.25,0.3794,0.24,3,1,4.7602
8796,1789767600,EF,DOWN,182.6,0.37,0.37,0.5098,0.635,0.3171,0.25,0.2946,0.24,3,1,4.7602
8795,1789768200,EF,DOWN,139.5,0.31,0.3151,0.5098,0.71,0.5651,0.25,0.333,-3.3,3,0,-2.9971
8796,1789768200,EF,DOWN,149.2,0.3,0.3018,0.5402,0.715,0.7124,0.25,0.2987,-3.25,2.99,0,-2.9893
8795,1789768500,EF,DOWN,109.3,0.46,0.46,0.5755,0.545,0.2037,0.15,0.0846,-0.33,3,0,-2.9992
8796,1789768500,EF,DOWN,93.2,0.46,0.46,0.5755,0.545,0.2037,0.15,0.0776,0.01,3,0,-2.9992
8795,1789768800,EF,DOWN,58.4,0.37,0.3774,0.5402,0.635,0.3956,0.25,0.3529,1.45,3,1,4.6102
8796,1789768800,EF,DOWN,58.5,0.37,0.371,0.5402,0.635,0.3956,0.25,0.372,1.03,3,1,4.7405
8795,1789769100,EF,UP,149.5,0.57,0.57,0.7167,0.56,0.2195,0.15,0.0009,1.67,3,1,2.1077
8796,1789769100,EF,UP,149.5,0.55,0.55,0.7167,0.545,0.262,0.15,0.0009,1.67,2.99,1,2.2814
8795,1789769400,EF,DOWN,44.5,0.37,0.37,0.5098,0.635,0.3171,0.25,0.3769,1.19,3,1,4.7602
8796,1789769400,EF,DOWN,44.6,0.37,0.37,0.5098,0.635,0.3171,0.25,0.3784,1.19,3,1,4.7602
8795,1789770000,EF,DOWN,15.4,0.37,0.37,0.5755,0.645,0.4867,0.25,0.7001,-2.51,3,1,4.7602
8796,1789770000,EF,DOWN,15.5,0.34,0.34,0.5438,0.665,0.5256,0.25,0.7001,-2.51,2.99,1,5.4196
8795,1789770600,EF,DOWN,91.9,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0007,-1.45,3,1,2.6868
8796,1789770600,EF,DOWN,91.9,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0007,-1.45,3,1,2.6868
8795,1789771200,EF,DOWN,35.3,0.4,0.4,0.5402,0.605,0.2937,0.25,0.3605,-0.99,2.99,1,4.1845
8796,1789771200,EF,DOWN,35.2,0.4,0.4,0.5402,0.605,0.2937,0.25,0.3604,-0.99,2.99,1,4.1845
8795,1789771800,EF,DOWN,85.2,0.33,0.33,0.5098,0.675,0.4724,0.15,0.1037,-0.81,2.99,0,-2.9941
8796,1789771800,EF,DOWN,85,0.34,0.34,0.5098,0.665,0.4301,0.15,0.0007,-0,2.99,0,-2.9921
8795,1789772100,EF,DOWN,35.9,0.47,0.47,0.5755,0.535,0.179,0.15,0.0007,0,3,0,-2.9972
8796,1789772100,EF,DOWN,36.2,0.47,0.47,0.5755,0.535,0.179,0.15,0.0008,0,3,0,-2.9972
8795,1789773000,EF,DOWN,34.3,0.56,0.56,0.6975,0.445,0.2071,0.15,0.1071,-0.84,3,0,-2.9996
8796,1789773000,EF,DOWN,34.1,0.52,0.52,0.6416,0.485,0.1923,0.15,0.1071,-0.84,3,0,6.9166
8796,1789773000,REVERSAL,UP,220.3,,0.22,0.8617,,,0,,,3,1,6.9166
8795,1789773300,EF,DOWN,26,0.44,0.44,0.5402,0.565,0.1796,0.15,0.0053,0,2.99,1,3.5526
8796,1789773300,EF,DOWN,26.1,0.44,0.44,0.5438,0.565,0.1875,0.15,0.0053,0,2.99,1,3.5526
8795,1789774500,EF,DOWN,19.6,0.43,0.43,0.5943,0.575,0.327,0.25,0.5206,-4.32,2.99,1,3.7028
8796,1789774500,EF,DOWN,19.7,0.43,0.43,0.5943,0.575,0.327,0.25,0.5205,-4.32,2.99,1,3.7028
8795,1789775400,EF,DOWN,55.9,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0008,0,3,0,-2.9952
8796,1789775400,EF,DOWN,55.8,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0008,0,3,0,-2.9952
8795,1789775700,EF,DOWN,18.8,0.47,0.47,0.5909,0.535,0.2106,0.15,0.0007,0,3,1,3.1517
8796,1789775700,EF,DOWN,234,0.31,0.31,0.5098,0.695,0.5651,0.25,0.7941,-1.58,3,1,6.2277
8795,1789776300,EF,DOWN,192.4,0.34,0.34,0.5098,0.665,0.4301,0.25,0.3657,1.71,2.99,0,-2.9921
8795,1789777200,EF,DOWN,39.5,0.28,0.28,0.5098,0.725,0.729,0.25,0.9073,-3.83,2.99,0,-2.9936
8796,1789777200,EF,DOWN,39.6,0.28,0.28,0.5098,0.725,0.729,0.25,0.9073,-3.83,2.99,0,-2.9936
8795,1789777500,EF,UP,56.4,0.51,0.51,0.623,0.505,0.1797,0.15,0.0948,0.74,3,1,2.6868
8796,1789777500,EF,UP,45.5,0.48,0.48,0.5896,0.475,0.1836,0.15,0.1154,0.74,3,1,3.0256
8795,1789778100,EF,DOWN,110.6,0.44,0.44,0.5909,0.565,0.2903,0.25,0.2305,-0.72,2.99,0,-2.9929
8796,1789778100,EF,DOWN,110.8,0.44,0.44,0.5914,0.565,0.2915,0.25,0.2496,-0.72,2.99,0,-2.9929
8795,1789778400,EF,DOWN,65.4,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1577,-1.23,3,0,-2.9952
8796,1789778400,EF,DOWN,72.4,0.52,0.52,0.632,0.485,0.1746,0.15,0.1655,-1.48,3,0,-2.9974
8795,1789778700,EF,DOWN,117.3,0.37,0.37,0.5098,0.65,0.3171,0.25,0.3867,-0.74,3,1,4.7602
8796,1789778700,EF,DOWN,117.2,0.4,0.4086,0.5438,0.605,0.3025,0.25,0.3153,-0,2.99,1,4.0344
8795,1789779000,EF,UP,56.9,0.35,0.35,0.5314,0.345,0.4492,0.25,0.7623,5.34,2.99,1,5.1813
8796,1789779000,EF,UP,56.9,0.35,0.35,0.5314,0.345,0.4492,0.25,0.755,5.27,2.99,1,5.1813
8795,1789779600,EF,DOWN,108.8,0.32,0.32,0.5402,0.685,0.6077,0.25,1.2215,-0.2,3,1,5.9414
8796,1789779600,EF,DOWN,108.8,0.32,0.32,0.5098,0.685,0.5173,0.25,1.2415,-0.2,3,1,5.9414
8795,1789779900,EF,UP,201.1,0.29,0.29,0.5896,0.285,0.932,0.25,0.9173,3.47,2.99,0,-2.9916
8796,1789779900,EF,UP,199.4,0.33,0.33,0.5694,0.325,0.6446,0.25,0.7482,2.19,2.99,0,-2.9941
8795,1789781100,EF,DOWN,63.6,0.4,0.4,0.5402,0.605,0.2937,0.25,0.3052,-1.12,2.99,1,4.1845
8796,1789781100,EF,DOWN,213,0.34,0.34,0.5098,0.665,0.4301,0.25,0.4064,-0,2.99,1,5.4196
8795,1789781400,EF,DOWN,44.1,0.52,0.52,0.632,0.49,0.1746,0.15,0.1389,0,3,1,2.5795
8796,1789781700,REVERSAL,UP,158.2,,0.53,0.6533,,,0,,,3,1,2.4763
8795,1789782600,EF,DOWN,75.7,0.34,0.34,0.5098,0.675,0.4301,0.25,1.3179,3.01,2.99,0,-2.9921
8796,1789782600,EF,DOWN,75.8,0.34,0.34,0.5098,0.675,0.4301,0.25,1.3179,3.01,2.99,0,-2.9921
8795,1789783200,EF,DOWN,156.3,0.42,0.42,0.5943,0.595,0.3576,0.25,0.4638,-0.33,1.37,0,-1.368
8796,1789783200,EF,DOWN,156.2,0.4,0.4,0.5438,0.605,0.3025,0.25,0.4462,-0.33,2.99,0,-2.9905
8795,1789784400,EF,DOWN,93.9,0.57,0.57,0.6975,0.435,0.1868,0.15,0.1574,-0.89,3,0,-2.9976
8796,1789784400,EF,DOWN,93.9,0.57,0.57,0.6975,0.435,0.1868,0.15,0.1574,-0.89,3,0,-2.9976
8795,1789785000,EF,DOWN,70.5,0.42,0.42,0.5943,0.585,0.3576,0.25,0.7121,-0.86,3,0,-2.9969
8796,1789785000,EF,DOWN,70.5,0.42,0.42,0.5909,0.585,0.3498,0.25,0.7121,-0.86,3,0,-2.9969
8795,1789786200,EF,DOWN,29.2,0.5,0.5,0.632,0.505,0.2198,0.15,0.0008,-0,2.99,1,2.7889
8796,1789786200,EF,DOWN,21.7,0.48,0.48,0.5909,0.525,0.1862,0.15,0.0008,-0,3,1,3.0256
8795,1789786500,EF,DOWN,126.1,0.53,0.53,0.7164,0.475,0.3073,0.25,0.2609,-0.98,3,1,2.4763
8795,1789786800,EF,DOWN,28.5,0.4,0.4,0.5438,0.61,0.3025,0.25,0.2929,-1.57,2.99,0,-2.9905
8796,1789786800,EF,DOWN,28.4,0.4,0.4,0.5438,0.61,0.3025,0.25,0.2927,-1.57,2.99,0,-2.9905
8795,1789787100,EF,DOWN,23.3,0.36,0.36,0.5098,0.645,0.3527,0.25,0.4368,-3.13,3,1,4.9736
8796,1789787100,EF,DOWN,23.1,0.36,0.36,0.5098,0.645,0.3527,0.25,0.4608,-3.13,3,1,4.9736
8795,1789788000,EF,UP,135.2,0.51,0.51,0.6776,0.505,0.2831,0.25,0.2129,3.47,3,0,-2.9995
8796,1789788000,EF,UP,145.5,0.51,0.51,0.7167,0.505,0.357,0.25,0.3566,5.93,3,0,-2.9995
8795,1789790100,EF,DOWN,138.6,0.4,0.403,0.5098,0.605,0.221,0.15,0.1522,0.42,2.99,1,4.132
8796,1789790100,EF,DOWN,138.5,0.4,0.4,0.5098,0.61,0.221,0.15,0.1521,0.42,2.99,1,4.1845
8795,1789790700,EF,DOWN,17.4,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0256,0,3,0,-2.9995
8796,1789790700,EF,DOWN,17.5,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0256,0,3,0,-2.9995
8795,1789791300,EF,UP,17.3,0.55,0.55,0.6776,0.545,0.1932,0.15,0.1327,1.04,2.99,0,-2.9913
8796,1789791300,EF,UP,17.3,0.55,0.55,0.6776,0.545,0.1932,0.15,0.1327,1.04,2.99,0,-2.9913
8795,1789791900,EF,UP,185.4,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1541,0.2,3,0,-2.9996
8796,1789791900,EF,UP,185.5,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1541,0.2,3,0,-2.9996
8795,1789793400,EF,DOWN,68.2,0.36,0.36,0.5098,0.645,0.3527,0.25,0.2746,1.1,3,0,-2.9986
8796,1789793400,EF,DOWN,68,0.36,0.36,0.5098,0.645,0.3527,0.25,0.2855,1.1,3,0,-2.9986
8795,1789794900,EF,DOWN,87.9,0.44,0.44,0.5438,0.565,0.1875,0.15,0.0008,0,2.99,0,-2.9929
